# r C
7.500000000000000000e-01 2.806940734557596406e-01
1.500000000000000000e+00 2.319216193656093716e-01
2.250000000000000000e+00 1.845431969949916651e-01
2.500000000000000000e+00 1.871519198664440831e-01
3.000000000000000000e+00 1.593301931791080428e-01
3.250000000000000000e+00 1.356380077907623771e-01
3.750000000000000000e+00 1.287832324707846310e-01
4.250000000000000000e+00 1.141093489148581053e-01
4.500000000000000000e+00 1.143150563439064987e-01
4.750000000000000000e+00 1.071379382303839639e-01
5.000000000000000000e+00 9.654104062326099300e-02
5.250000000000000000e+00 9.878140651085141888e-02
5.500000000000000000e+00 9.148539232053422288e-02
6.000000000000000000e+00 8.820826377295491738e-02
6.500000000000000000e+00 8.219960350584307185e-02
6.750000000000000000e+00 7.987938230383972993e-02
7.000000000000000000e+00 7.637844323873121954e-02
7.250000000000000000e+00 7.379694835680750131e-02
7.500000000000000000e+00 7.484011582407262830e-02
7.750000000000000000e+00 7.054533597662770994e-02
8.250000000000000000e+00 6.874057456872564864e-02
8.500000000000000000e+00 6.614637491056522822e-02
8.750000000000000000e+00 6.486143572621035081e-02
9.000000000000000000e+00 6.425788078169497597e-02
9.250000000000000000e+00 6.282262103505843742e-02
9.500000000000000000e+00 6.086211393989983398e-02
9.750000000000000000e+00 6.019983827212020688e-02
1.000000000000000000e+01 5.811633973288814897e-02
1.025000000000000000e+01 5.690164162493044353e-02
1.050000000000000000e+01 5.792777024207011738e-02
1.075000000000000000e+01 5.615275459098497540e-02
1.100000000000000000e+01 5.574259181969949684e-02
1.125000000000000000e+01 5.467833889816360593e-02
1.150000000000000000e+01 5.345930717863105197e-02
1.175000000000000000e+01 5.252034641068447501e-02
1.200000000000000000e+01 5.260744991652754193e-02
1.225000000000000000e+01 5.182892320534223524e-02
1.250000000000000000e+01 5.078453672787979628e-02
1.275000000000000000e+01 5.091576238174735924e-02
1.300000000000000000e+01 4.964394824707846210e-02
1.325000000000000000e+01 4.870555356823466631e-02
1.350000000000000000e+01 4.976666128120203064e-02
1.375000000000000000e+01 4.815601760509941043e-02
1.400000000000000000e+01 4.786832220367279178e-02
1.425000000000000000e+01 4.810868113522537293e-02
1.450000000000000000e+01 4.732790762381747229e-02
1.475000000000000000e+01 4.594897746243739589e-02
1.500000000000000000e+01 4.612226315135962984e-02
1.525000000000000000e+01 4.519388796141717707e-02
1.550000000000000000e+01 4.514277059773828121e-02
1.575000000000000000e+01 4.169014898535833291e-02
1.600000000000000000e+01 4.280268880980624829e-02
1.625000000000000000e+01 4.228613595706618572e-02
1.650000000000000000e+01 4.094826415414650617e-02
1.675000000000000000e+01 4.234631432545201551e-02
1.700000000000000000e+01 4.037647132481843315e-02
1.725000000000000000e+01 4.018104413411113102e-02
1.750000000000000000e+01 3.972650771388499397e-02
1.775000000000000000e+01 4.130780467445743093e-02
1.800000000000000000e+01 3.920346280688897372e-02
1.825000000000000000e+01 3.971022727272727204e-02
1.850000000000000000e+01 3.943239859789684360e-02
1.875000000000000000e+01 3.844638384470882436e-02
1.900000000000000000e+01 3.875093867334167969e-02
1.925000000000000000e+01 3.900948460987831157e-02
1.950000000000000000e+01 3.818647997032641184e-02
1.975000000000000000e+01 3.812113939899833270e-02
2.000000000000000000e+01 3.861045056320400182e-02
2.025000000000000000e+01 3.761129935179729350e-02
2.050000000000000000e+01 3.677067669172932179e-02
2.075000000000000000e+01 3.797121401752190373e-02
2.100000000000000000e+01 3.741708402893711982e-02
2.125000000000000000e+01 3.740761141712568849e-02
2.150000000000000000e+01 3.732220367278797635e-02
2.175000000000000000e+01 3.619987468671678754e-02
2.200000000000000000e+01 3.739111389236545596e-02
2.225000000000000000e+01 3.659210526315789802e-02
2.275000000000000000e+01 3.691819699499165192e-02
