# L Rg
5.963623316594642176e+00 8.660249999937725818e-01
9.540954763499938096e+00 1.341640000000903887e+00
1.206792640639329051e+01 1.581139999998399492e+00
1.357228782971653835e+01 1.792518454566017549e+00
1.526417967175233237e+01 1.950264569461993336e+00
1.716697906607859991e+01 2.360945373125026059e+00
1.930697728883249908e+01 2.581074227401579435e+00
2.171374302937518763e+01 2.720442905765856789e+00
2.442053094548650805e+01 2.949954623450563140e+00
2.746474114816052392e+01 3.228710091971797258e+00
3.088843596477482123e+01 3.681440183280701550e+00
3.473892112083115791e+01 4.086463595600632992e+00
3.906939937054616507e+01 4.516397947668724377e+00
4.393970560760789823e+01 5.037978991888119928e+00
4.941713361323834164e+01 5.647011604767484982e+00
5.557736586486876007e+01 6.182879723982156683e+00
6.250551925273975229e+01 6.836640195115724516e+00
7.029732115325474240e+01 7.588810296824699542e+00
7.906043210907699859e+01 8.271423661871999400e+00
8.891593339164637655e+01 8.994558277033691596e+00
1.000000000000000426e+02 9.843404991189206754e+00
1.124657822119820025e+02 1.073636312963159334e+01
1.264855216855296050e+02 1.169810910516125624e+01
1.422529313485370608e+02 1.282038312777745581e+01
1.599858719606058912e+02 1.398394775038511284e+01
1.799293623291553104e+02 1.496096628577931575e+01
2.023589647725157192e+02 1.571868423109489932e+01
2.275845926074787826e+02 1.664464920697876948e+01
2.559547922699537139e+02 1.755084942171501439e+01
2.878615592354569230e+02 1.824200007778310706e+01
3.237457542817644480e+02 1.907230873610923183e+01
3.641031949310673781e+02 1.952078357255374641e+01
4.094915062380423478e+02 2.039557519352646509e+01
4.605378255822416236e+02 2.041264975728906705e+01
