# L Rg
5.963623316594642176e+00 8.660249999933290477e-01
9.540954763499938096e+00 1.341640000001299793e+00
1.206792640639329051e+01 1.581139999998674384e+00
1.357228782971653835e+01 1.779275755888964916e+00
1.526417967175233237e+01 1.949804411460917875e+00
1.716697906607859991e+01 2.365373834834358924e+00
1.930697728883249908e+01 2.550964600161502727e+00
2.171374302937518763e+01 2.706999401004118955e+00
2.442053094548650805e+01 2.938131858525040219e+00
2.746474114816052392e+01 3.210293779876373321e+00
3.088843596477482123e+01 3.618007716790765826e+00
3.473892112083115791e+01 4.039891710825871840e+00
3.906939937054616507e+01 4.461126799566971002e+00
4.393970560760789823e+01 4.964658110216631393e+00
4.941713361323834164e+01 5.564273446541967871e+00
5.557736586486876007e+01 6.137339773432996637e+00
6.250551925273975229e+01 6.819275892044847076e+00
7.029732115325474240e+01 7.485248660108075214e+00
7.906043210907699859e+01 8.128369867253152137e+00
8.891593339164637655e+01 8.960104208372428047e+00
1.000000000000000426e+02 9.799155417729192408e+00
1.124657822119820025e+02 1.070384306892331239e+01
1.264855216855296050e+02 1.146692072778868443e+01
1.422529313485370608e+02 1.260577075979040806e+01
1.599858719606058912e+02 1.365966201487172249e+01
1.799293623291553104e+02 1.457496114898706274e+01
2.023589647725157192e+02 1.571006382314492633e+01
2.275845926074787826e+02 1.663482142212402337e+01
2.559547922699537139e+02 1.738121507769174556e+01
2.878615592354569230e+02 1.842590546066535495e+01
3.237457542817644480e+02 1.903302196195310714e+01
3.641031949310673781e+02 1.964606341428974901e+01
4.094915062380423478e+02 1.994711364401095466e+01
4.605378255822416236e+02 2.081736774633577269e+01
