# L Rg
1.053724972736073084e+01 1.341640000016706802e+00
1.169989106589065919e+01 1.581140000000004431e+00
1.299081396906347408e+01 nan
1.442417255241065810e+01 1.720138233949854767e+00
1.601568264445835510e+01 1.945550000000018098e+00
1.778279410038922848e+01 2.042530831880547293e+00
1.974488212815936450e+01 2.299027495291896983e+00
2.192345972483446914e+01 2.418164260200197813e+00
2.434241355236920512e+01 2.619464999999995936e+00
2.702826583905163460e+01 2.603190110972882110e+00
3.001046517818873482e+01 2.881906212335163975e+00
3.332170941244817897e+01 3.139737309972188140e+00
3.699830414406963541e+01 3.331991348646432538e+00
4.108056080177274083e+01 3.539434735249462172e+00
4.561323862890213832e+01 3.761359170644487993e+00
5.064603543891708881e+01 3.942317075517871583e+00
5.623413251903490817e+01 4.208086664721601089e+00
6.243879965653627551e+01 4.477334892059766425e+00
6.932806692144527005e+01 4.719843411514166753e+00
7.697747057123714853e+01 5.039279702774885017e+00
8.547088125592514984e+01 5.409840615549423859e+00
9.490142360424729873e+01 5.771847258491217048e+00
1.053724972736073084e+02 6.104538873071185812e+00
1.169989106589065955e+02 6.498981897736680224e+00
1.299081396906348118e+02 6.870520097528474146e+00
1.442417255241066414e+02 7.275384871521249686e+00
1.601568264445835439e+02 7.742432722220243591e+00
1.778279410038922776e+02 8.216386558397930528e+00
1.974488212815936663e+02 8.749392440823157813e+00
2.192345972483447838e+02 9.287497464911830036e+00
2.434241355236920867e+02 9.869462393989364202e+00
2.702826583905163602e+02 1.044627709848623276e+01
3.001046517818873554e+02 1.109815706147511882e+01
3.332170941244818323e+02 1.180332818356203539e+01
3.699830414406964110e+02 1.252494037430222384e+01
4.108056080177276499e+02 1.328447670054449503e+01
4.561323862890214969e+02 1.409534319413449666e+01
5.064603543891709023e+02 1.499899006322318407e+01
5.623413251903490391e+02 1.589865671067810915e+01
6.243879965653625277e+02 1.689617619485296984e+01
6.932806692144527005e+02 1.785555445844632416e+01
7.697747057123714285e+02 1.905089883246844806e+01
8.547088125592514416e+02 2.019569146571609508e+01
9.490142360424729304e+02 2.146379924485120583e+01
1.053724972736073141e+03 2.276589112820506600e+01
1.169989106589066068e+03 2.417142973587050037e+01
1.299081396906347436e+03 2.560800344827589115e+01
1.442417255241065732e+03 2.724635812053117689e+01
1.601568264445835666e+03 2.882203265696784200e+01
1.778279410038923743e+03 3.066204049372018403e+01
1.974488212815937914e+03 3.242761894495409791e+01
2.192345972483447895e+03 3.440210971599399414e+01
2.434241355236920754e+03 3.666002138537653821e+01
2.702826583905163716e+03 3.884866683354192674e+01
3.001046517818873326e+03 4.118221676767678474e+01
3.332170941244818096e+03 4.384141542288550397e+01
3.699830414406963882e+03 4.677040417956649065e+01
4.108056080177274453e+03 4.914991587901697301e+01
4.561323862890215423e+03 5.222528503336511818e+01
5.064603543891711524e+03 5.574444645354645189e+01
5.623413251903493801e+03 5.904981906923941892e+01
6.243879965653628460e+03 6.275567734939762232e+01
6.932806692144527005e+03 6.688178836915294312e+01
7.697747057123714512e+03 7.102967126436787737e+01
8.547088125592514189e+03 7.600058246844324117e+01
9.490142360424730214e+03 7.982469814241487427e+01
1.053724972736072414e+04 8.522393398926656971e+01
1.169989106589065159e+04 9.043620926640926427e+01
1.299081396906347982e+04 9.589181443298970464e+01
1.442417255241066232e+04 1.037236701594532065e+02
1.601568264445835484e+04 1.092676588235293451e+02
1.778279410038924470e+04 1.158762544159545200e+02
1.974488212815938823e+04 1.225752071197412505e+02
2.192345972483446167e+04 1.289777078838174873e+02
2.434241355236919117e+04 1.400805906976743813e+02
2.702826583905164807e+04 1.472274075829383264e+02
3.001046517818875145e+04 1.617839896373054955e+02
3.332170941244816640e+04 1.679941878453038555e+02
3.699830414406962518e+04 1.813969068322981002e+02
4.108056080177275726e+04 1.905075859374999538e+02
4.561323862890215241e+04 2.052403828124999734e+02
5.064603543891708978e+04 2.164335490196077956e+02
5.623413251903496712e+04 2.244686464646464401e+02
6.243879965653631371e+04 2.462448101265824221e+02
6.932806692144523549e+04 2.525979714285714408e+02
7.697747057123709237e+04 2.749244999999999663e+02
8.547088125592518190e+04 2.916627407407407304e+02
9.490142360424734943e+04 2.918457222222221503e+02
1.053724972736073541e+05 3.206209999999999809e+02
1.169989106589066505e+05 2.609350000000000023e+02
1.299081396906348091e+05 3.668299999999999841e+02
1.442417255241066450e+05 nan
1.601568264445835375e+05 nan
1.778279410038922797e+05 nan
1.974488212815936713e+05 nan
2.192345972483446531e+05 nan
2.434241355236919480e+05 nan
2.702826583905164734e+05 nan
3.001046517818875145e+05 nan
