# K=5
# L PDF
1.053724972736073084e+01 2.467576239476167721e-01
1.169989106589065919e+01 3.278023347078507128e-04
1.299081396906347408e+01 0.000000000000000000e+00
1.442417255241065810e+01 1.325486105684703098e-01
1.601568264445835510e+01 3.114093281019001541e-04
1.778279410038922848e+01 7.303506490430895781e-02
1.974488212815936450e+01 2.364853209387793331e-04
2.192345972483446914e+01 2.368108729670753004e-02
2.434241355236920512e+01 1.415676410440022725e-04
2.702826583905163460e+01 2.058460741544389586e-02
3.001046517818873482e+01 1.296281418103442315e-02
3.332170941244817897e+01 7.499171663089324556e-03
3.699830414406963541e+01 6.311156948349594224e-03
4.108056080177274083e+01 4.600199900023060548e-03
4.561323862890213832e+01 3.103892990408731178e-03
5.064603543891708881e+01 2.511417483736122936e-03
5.623413251903490817e+01 3.469334559958605659e-03
6.243879965653627551e+01 1.302078095709005090e-03
6.932806692144527005e+01 1.877045658829357101e-03
7.697747057123714853e+01 1.342196122859997060e-03
8.547088125592514984e+01 1.375790290529062612e-03
9.490142360424729873e+01 6.561909345802049640e-04
1.053724972736073084e+02 7.193140316038092825e-04
1.169989106589065955e+02 5.158659148953173915e-04
1.299081396906348118e+02 3.830858618607213225e-04
1.442417255241066414e+02 3.596683793372210851e-04
1.601568264445835439e+02 2.642126447262485686e-04
1.778279410038922776e+02 2.328730304675905320e-04
1.974488212815936663e+02 1.700674445485022407e-04
2.192345972483447838e+02 1.435056862165603705e-04
2.434241355236920867e+02 1.055240315803492176e-04
2.702826583905163602e+02 8.871569164030475502e-05
3.001046517818873554e+02 7.274602410519567471e-05
3.332170941244818323e+02 5.829279670652231864e-05
3.699830414406964110e+02 4.282857338418780352e-05
4.108056080177276499e+02 3.736610423743736082e-05
4.561323862890214969e+02 2.932974028856741232e-05
5.064603543891709023e+02 2.284973458587217325e-05
5.623413251903490391e+02 1.903536597100993592e-05
6.243879965653625277e+02 1.444900096618512283e-05
6.932806692144527005e+02 1.230994868221173692e-05
7.697747057123714285e+02 9.324173651493836986e-06
8.547088125592514416e+02 7.453072234294089546e-06
9.490142360424729304e+02 6.031803894954947847e-06
1.053724972736073141e+03 4.900341543988888881e-06
1.169989106589066068e+03 3.823449972534519406e-06
1.299081396906347436e+03 3.086097793476300941e-06
1.442417255241065732e+03 2.464668078836374225e-06
1.601568264445835666e+03 1.991271313990529554e-06
1.778279410038923743e+03 1.565702434062921881e-06
1.974488212815937914e+03 1.264666232647329099e-06
2.192345972483447895e+03 9.930638147033557161e-07
2.434241355236920754e+03 7.993963388997835937e-07
2.702826583905163716e+03 6.381046073832384283e-07
3.001046517818873326e+03 5.182228819491712103e-07
3.332170941244818096e+03 4.110464494656647283e-07
3.699830414406963882e+03 3.291555844539140369e-07
4.108056080177274453e+03 2.639973806059793416e-07
4.561323862890215423e+03 2.099400571659393470e-07
5.064603543891711524e+03 1.672825297940454929e-07
5.623413251903493801e+03 1.309189130243209476e-07
6.243879965653628460e+03 1.055489969481812011e-07
6.932806692144527005e+03 8.698688571521628013e-08
7.697747057123714512e+03 6.815501854478398662e-08
8.547088125592514189e+03 5.649362354889804763e-08
9.490142360424730214e+03 4.204108992833916106e-08
1.053724972736072414e+04 3.315820344841097713e-08
1.169989106589065159e+04 2.813084794374837663e-08
1.299081396906347982e+04 2.149490996389517364e-08
1.442417255241066232e+04 1.806183825864230240e-08
1.601568264445835484e+04 1.396956409472700024e-08
1.778279410038924470e+04 1.127502144811792366e-08
1.974488212815938823e+04 8.851716076409028248e-09
2.192345972483446167e+04 7.502737929762612158e-09
2.434241355236919117e+04 5.629912522176932274e-09
2.702826583905164807e+04 4.770498194774296264e-09
3.001046517818875145e+04 3.460014429856154959e-09
3.332170941244816640e+04 2.943064504426926043e-09
3.699830414406962518e+04 2.545256343748077974e-09
4.108056080177275726e+04 1.874852012929160341e-09
4.561323862890215241e+04 1.490294121204025261e-09
5.064603543891708978e+04 1.296024016254924843e-09
5.623413251903496712e+04 1.086832145394606098e-09
6.243879965653631371e+04 9.513642734151273526e-10
6.932806692144523549e+04 8.748164049436262929e-10
7.697747057123709237e+04 8.162398952020117885e-10
8.547088125592518190e+04 7.916768685896514876e-10
9.490142360424734943e+04 7.639353972910466000e-10
1.053724972736073541e+05 7.945540049886799983e-10
1.169989106589066505e+05 9.634582218536456109e-10
1.299081396906348091e+05 1.058543304754635778e-09
1.442417255241066450e+05 1.080899955633889768e-09
1.601568264445835375e+05 8.683519980833801499e-10
1.778279410038922797e+05 3.612215269537073833e-10
1.974488212815936713e+05 2.289917629044216315e-11
2.192345972483446531e+05 0.000000000000000000e+00
2.434241355236919480e+05 0.000000000000000000e+00
2.702826583905164734e+05 0.000000000000000000e+00
3.001046517818875145e+05 0.000000000000000000e+00
