# K=5
# L PDF
1.053724972736073084e+01 2.468367886171045078e-01
1.169989106589065919e+01 3.349003341699370649e-04
1.299081396906347408e+01 0.000000000000000000e+00
1.442417255241065810e+01 1.324597822058213303e-01
1.601568264445835510e+01 3.180078271506311710e-04
1.778279410038922848e+01 7.301816582918679854e-02
1.974488212815936450e+01 2.435925948286497638e-04
2.192345972483446914e+01 2.369054374342739397e-02
2.434241355236920512e+01 1.463679635907956999e-04
2.702826583905163460e+01 2.059444541522269245e-02
3.001046517818873482e+01 1.297051245872028920e-02
3.332170941244817897e+01 7.499159359757676807e-03
3.699830414406963541e+01 6.306375481234823173e-03
4.108056080177274083e+01 4.593024455914251902e-03
4.561323862890213832e+01 3.114148906277869767e-03
5.064603543891708881e+01 2.513880243839724041e-03
5.623413251903490817e+01 3.470391350328603988e-03
6.243879965653627551e+01 1.302668655704814545e-03
6.932806692144527005e+01 1.876587326014232194e-03
7.697747057123714853e+01 1.343738364438597059e-03
8.547088125592514984e+01 1.373923444049401834e-03
9.490142360424729873e+01 6.553047721886363832e-04
1.053724972736073084e+02 7.203042679953156708e-04
1.169989106589065955e+02 5.151681227813072412e-04
1.299081396906348118e+02 3.819413924571763027e-04
1.442417255241066414e+02 3.601402067867831222e-04
1.601568264445835439e+02 2.646196162658753619e-04
1.778279410038922776e+02 2.322181432296931255e-04
1.974488212815936663e+02 1.702124326510777951e-04
2.192345972483447838e+02 1.437180002108800960e-04
2.434241355236920867e+02 1.060311602800600864e-04
2.702826583905163602e+02 8.853125226528848893e-05
3.001046517818873554e+02 7.279962493516053772e-05
3.332170941244818323e+02 5.787825380005634675e-05
3.699830414406964110e+02 4.287047081136503379e-05
4.108056080177276499e+02 3.746263923584572213e-05
4.561323862890214969e+02 2.933177588122633331e-05
5.064603543891709023e+02 2.284353720489581673e-05
5.623413251903490391e+02 1.905058867486953393e-05
6.243879965653625277e+02 1.456090370386397211e-05
6.932806692144527005e+02 1.231386287414458150e-05
7.697747057123714285e+02 9.385971026479971366e-06
8.547088125592514416e+02 7.493315421469961659e-06
9.490142360424729304e+02 6.052869021310614034e-06
1.053724972736073141e+03 4.916097932491932964e-06
1.169989106589066068e+03 3.804781707982508461e-06
1.299081396906347436e+03 3.087035691579353833e-06
1.442417255241065732e+03 2.453237371707810174e-06
1.601568264445835666e+03 1.971811077672412620e-06
1.778279410038923743e+03 1.567034153959283342e-06
1.974488212815937914e+03 1.258918994875858752e-06
2.192345972483447895e+03 1.009506986492536070e-06
2.434241355236920754e+03 8.034604260201566639e-07
2.702826583905163716e+03 6.449343312863627609e-07
3.001046517818873326e+03 5.123178497264538932e-07
3.332170941244818096e+03 4.085665522246113772e-07
3.699830414406963882e+03 3.303092502316471298e-07
4.108056080177274453e+03 2.630867805761759789e-07
4.561323862890215423e+03 2.102432003138127860e-07
5.064603543891711524e+03 1.685205465122588432e-07
5.623413251903493801e+03 1.348920312592654506e-07
6.243879965653628460e+03 1.063203251337933170e-07
6.932806692144527005e+03 8.544540165484972846e-08
7.697747057123714512e+03 6.770479178445374877e-08
8.547088125592514189e+03 5.479388298494835019e-08
9.490142360424730214e+03 4.317669979107686891e-08
1.053724972736072414e+04 3.490284920285502034e-08
1.169989106589065159e+04 2.832667709472869636e-08
1.299081396906347982e+04 2.225982471819653502e-08
1.442417255241066232e+04 1.788633163803811088e-08
1.601568264445835484e+04 1.415249929378855547e-08
1.778279410038924470e+04 1.146407235970649467e-08
1.974488212815938823e+04 8.976770230935783432e-09
2.192345972483446167e+04 7.275902191822347241e-09
2.434241355236919117e+04 5.845240640429538687e-09
2.702826583905164807e+04 4.640043547843617412e-09
3.001046517818875145e+04 3.762096805296574235e-09
3.332170941244816640e+04 2.891181739613684976e-09
3.699830414406962518e+04 2.288927867699990494e-09
4.108056080177275726e+04 1.902095034816194871e-09
4.561323862890215241e+04 1.570394612007944803e-09
5.064603543891708978e+04 1.211962834505961969e-09
5.623413251903496712e+04 9.349021278706705549e-10
6.243879965653631371e+04 7.571125653827201690e-10
6.932806692144523549e+04 6.161063171955015196e-10
7.697747057123709237e+04 4.900788039134870766e-10
8.547088125592518190e+04 3.675116059404836464e-10
9.490142360424734943e+04 2.952639066937849073e-10
1.053724972736073541e+05 2.500193500172671167e-10
1.169989106589066505e+05 2.031899462345347385e-10
1.299081396906348091e+05 1.571987621608487405e-10
1.442417255241066450e+05 1.280682960185810118e-10
1.601568264445835375e+05 1.082851132347991441e-10
1.778279410038922797e+05 8.832003748732191658e-11
1.974488212815936713e+05 7.401690493845320995e-11
2.192345972483446531e+05 6.381746608512640085e-11
2.434241355236919480e+05 6.307928820403282827e-11
2.702826583905164734e+05 5.825287735639600703e-11
3.001046517818875145e+05 5.687947534414564621e-11
