# K=5
# L Rg
1.053724972736073084e+01 7.745969989927887767e-01
1.169989106589065919e+01 9.128709999983494194e-01
1.299081396906347408e+01 nan
1.442417255241065810e+01 9.914795105183701329e-01
1.601568264445835510e+01 1.123263848304421053e+00
1.778279410038922848e+01 1.169639058126412001e+00
1.974488212815936450e+01 1.329514579057553325e+00
2.192345972483446914e+01 1.380439046475385734e+00
2.434241355236920512e+01 1.512832416569451999e+00
2.702826583905163460e+01 1.476331382598224495e+00
3.001046517818873482e+01 1.627008019675286521e+00
3.332170941244817897e+01 1.766821727095201577e+00
3.699830414406963541e+01 1.873373266669977166e+00
4.108056080177274083e+01 1.988502954853540006e+00
4.561323862890213832e+01 2.112580422224894061e+00
5.064603543891708881e+01 2.210103440865294200e+00
5.623413251903490817e+01 2.357407068342746381e+00
6.243879965653627551e+01 2.509293456691099156e+00
6.932806692144527005e+01 2.645804544530957703e+00
7.697747057123714853e+01 2.823561263071883154e+00
8.547088125592514984e+01 3.031149843956262746e+00
9.490142360424729873e+01 3.234970990738208041e+00
1.053724972736073084e+02 3.423209494160285082e+00
1.169989106589065955e+02 3.642745531422328931e+00
1.299081396906348118e+02 3.854938881017613728e+00
1.442417255241066414e+02 4.085349324947290306e+00
1.601568264445835439e+02 4.343627807477908220e+00
1.778279410038922776e+02 4.614779550877581293e+00
1.974488212815936663e+02 4.909683195464528360e+00
2.192345972483447838e+02 5.213188822819413204e+00
2.434241355236920867e+02 5.534682927257419394e+00
2.702826583905163602e+02 5.865050604098937193e+00
3.001046517818873554e+02 6.229642993508499593e+00
3.332170941244818323e+02 6.621467158509242168e+00
3.699830414406964110e+02 7.024781925738035504e+00
4.108056080177276499e+02 7.450575286076561277e+00
4.561323862890214969e+02 7.916761436844307553e+00
5.064603543891709023e+02 8.404096511173612782e+00
5.623413251903490391e+02 8.919684877349675745e+00
6.243879965653625277e+02 9.470172421233938209e+00
6.932806692144527005e+02 1.005950158431995689e+01
7.697747057123714285e+02 1.068805610266960215e+01
8.547088125592514416e+02 1.134278237729578542e+01
9.490142360424729304e+02 1.203634941286617988e+01
1.053724972736073141e+03 1.278176794012969530e+01
1.169989106589066068e+03 1.357761420174374933e+01
1.299081396906347436e+03 1.441724788342288477e+01
1.442417255241065732e+03 1.529979495253196475e+01
1.601568264445835666e+03 1.623421945897922569e+01
1.778279410038923743e+03 1.723466159601717251e+01
1.974488212815937914e+03 1.830620249600185545e+01
2.192345972483447895e+03 1.941574810438643084e+01
2.434241355236920754e+03 2.064740172960052433e+01
2.702826583905163716e+03 2.191671896351271442e+01
3.001046517818873326e+03 2.325100569567286968e+01
3.332170941244818096e+03 2.464771691810043563e+01
3.699830414406963882e+03 2.617242849990431353e+01
4.108056080177274453e+03 2.783371145607971187e+01
4.561323862890215423e+03 2.953569836631834278e+01
5.064603543891711524e+03 3.136151381735158949e+01
5.623413251903493801e+03 3.326538385224005623e+01
6.243879965653628460e+03 3.531594448162503141e+01
6.932806692144527005e+03 3.755482224342116382e+01
7.697747057123714512e+03 3.970365324160611209e+01
8.547088125592514189e+03 4.216702235166847856e+01
9.490142360424730214e+03 4.488974182994136441e+01
1.053724972736072414e+04 4.761683283882594964e+01
1.169989106589065159e+04 5.046629887111952684e+01
1.299081396906347982e+04 5.371735412398912501e+01
1.442417255241066232e+04 5.683224741691827120e+01
1.601568264445835484e+04 6.048489044016481131e+01
1.778279410038924470e+04 6.430333098833857264e+01
1.974488212815938823e+04 6.818594340369401152e+01
2.192345972483446167e+04 7.235563586611293374e+01
2.434241355236919117e+04 7.694332621199684752e+01
2.702826583905164807e+04 8.144774965817268253e+01
3.001046517818875145e+04 8.653150669658295158e+01
3.332170941244816640e+04 9.176351610032344297e+01
3.699830414406962518e+04 9.735128416935121720e+01
4.108056080177275726e+04 1.034611464339151894e+02
4.561323862890215241e+04 1.103698333514688272e+02
5.064603543891708978e+04 1.170405633015871700e+02
5.623413251903496712e+04 1.238205386212012087e+02
6.243879965653631371e+04 1.316045933223416284e+02
6.932806692144523549e+04 1.400056961678832295e+02
7.697747057123709237e+04 1.488480495867769093e+02
8.547088125592518190e+04 1.568687977667493101e+02
9.490142360424734943e+04 1.659999248956884230e+02
1.053724972736073541e+05 1.763297869822484358e+02
1.169989106589066505e+05 1.886903540983604444e+02
1.299081396906348091e+05 1.986357061068704013e+02
1.442417255241066450e+05 2.100919156118145850e+02
1.601568264445835375e+05 2.287119168539325074e+02
1.778279410038922797e+05 2.403695880893298806e+02
1.974488212815936713e+05 2.583000933333333933e+02
2.192345972483446531e+05 2.760059415041783382e+02
2.434241355236919480e+05 2.922141675126903237e+02
2.702826583905164734e+05 3.116904603960394411e+02
3.001046517818875145e+05 3.314428858447488437e+02
