# r C
7.500000000000000000e-01 3.318000133368898541e-01
1.500000000000000000e+00 2.900578154174446310e-01
2.250000000000000000e+00 2.628645305414777367e-01
2.500000000000000000e+00 2.607898773006135373e-01
3.000000000000000000e+00 2.333650497275464031e-01
3.250000000000000000e+00 2.133251756023828716e-01
3.750000000000000000e+00 2.099056665110696218e-01
4.250000000000000000e+00 1.936789477193918418e-01
4.500000000000000000e+00 1.916826903841024055e-01
4.750000000000000000e+00 1.872431648439583929e-01
5.000000000000000000e+00 1.743217080110251449e-01
5.250000000000000000e+00 1.776986613096825929e-01
5.500000000000000000e+00 1.724044745265404244e-01
6.000000000000000000e+00 1.648152618476038112e-01
6.500000000000000000e+00 1.591082121899173030e-01
6.750000000000000000e+00 1.550641565023400115e-01
7.000000000000000000e+00 1.518412409975993527e-01
7.250000000000000000e+00 1.497008877219304923e-01
7.500000000000000000e+00 1.483220823226387153e-01
7.750000000000000000e+00 1.428925296745798823e-01
8.250000000000000000e+00 1.414358606739574975e-01
8.500000000000000000e+00 1.365279788896086588e-01
8.750000000000000000e+00 1.355463790344091646e-01
9.000000000000000000e+00 1.345014984387993551e-01
9.250000000000000000e+00 1.320918578287543499e-01
9.500000000000000000e+00 1.285190884235796194e-01
9.750000000000000000e+00 1.286135427780741580e-01
1.000000000000000000e+01 1.252792578020805458e-01
1.025000000000000000e+01 1.220379434515870970e-01
1.050000000000000000e+01 1.239498574619898597e-01
1.075000000000000000e+01 1.218965390770872237e-01
1.100000000000000000e+01 1.206939517204587836e-01
1.125000000000000000e+01 1.187828821018938330e-01
1.150000000000000000e+01 1.170175630168044933e-01
1.175000000000000000e+01 1.151576253667644656e-01
1.200000000000000000e+01 1.144797145905574742e-01
1.225000000000000000e+01 1.128234795945585456e-01
1.250000000000000000e+01 1.133574953320885675e-01
1.275000000000000000e+01 1.115032971755431090e-01
1.300000000000000000e+01 1.090905974926647121e-01
1.325000000000000000e+01 1.080270212340316144e-01
1.350000000000000000e+01 1.077782334568076483e-01
1.375000000000000000e+01 1.055577729818860805e-01
1.400000000000000000e+01 1.041985418333777891e-01
1.425000000000000000e+01 1.050991697786076290e-01
1.450000000000000000e+01 1.032614030408108702e-01
1.475000000000000000e+01 1.007334900417889284e-01
1.500000000000000000e+01 1.023985207649576040e-01
1.525000000000000000e+01 9.996002267271272834e-02
1.550000000000000000e+01 9.892344019011130307e-02
1.575000000000000000e+01 9.912111748318069848e-02
1.600000000000000000e+01 9.814237129901307033e-02
1.625000000000000000e+01 9.639578331999644478e-02
1.650000000000000000e+01 9.617909775940250428e-02
1.675000000000000000e+01 9.565389103761001710e-02
1.700000000000000000e+01 9.424797279274473027e-02
1.725000000000000000e+01 9.417224883157247761e-02
1.750000000000000000e+01 9.299960465647981456e-02
1.775000000000000000e+01 9.252976904952431303e-02
1.800000000000000000e+01 9.157274583567112658e-02
1.825000000000000000e+01 9.070830888236862399e-02
1.850000000000000000e+01 9.001982433410814222e-02
1.875000000000000000e+01 9.010294133991285370e-02
1.900000000000000000e+01 8.849230703945293319e-02
1.925000000000000000e+01 8.790906908508935858e-02
1.950000000000000000e+01 8.803988396905841618e-02
1.975000000000000000e+01 8.648087368752879756e-02
2.000000000000000000e+01 8.616515237396639437e-02
2.025000000000000000e+01 8.612907886547523095e-02
2.050000000000000000e+01 8.528042477994131343e-02
2.075000000000000000e+01 8.431993986275128361e-02
2.100000000000000000e+01 8.438338825837428392e-02
2.125000000000000000e+01 8.359611081473578009e-02
2.150000000000000000e+01 8.227895216502177644e-02
2.175000000000000000e+01 8.319908086600871777e-02
2.200000000000000000e+01 8.169401840490797539e-02
2.225000000000000000e+01 8.153187516671112078e-02
2.250000000000000000e+01 8.088104827954120668e-02
2.275000000000000000e+01 8.051201801962004634e-02
2.300000000000000000e+01 7.982460322752733817e-02
2.325000000000000000e+01 7.971746583402632147e-02
2.350000000000000000e+01 7.924202287276607692e-02
2.375000000000000000e+01 7.821333096233069881e-02
2.400000000000000000e+01 7.833106867713743315e-02
2.425000000000000000e+01 7.721546116001302973e-02
2.450000000000000000e+01 7.717113611248713201e-02
2.475000000000000000e+01 7.721289598794972564e-02
2.500000000000000000e+01 7.614850960256068502e-02
2.525000000000000000e+01 7.522039953130804646e-02
2.550000000000000000e+01 7.602690206331358391e-02
2.575000000000000000e+01 7.490872467952237879e-02
2.600000000000000000e+01 7.438050702409530757e-02
2.625000000000000000e+01 7.519745741721602095e-02
2.650000000000000000e+01 7.397786682509274736e-02
2.675000000000000000e+01 7.235525769834919019e-02
2.700000000000000000e+01 7.410281408375567203e-02
2.725000000000000000e+01 7.292822025267343966e-02
2.750000000000000000e+01 7.225024450964702416e-02
2.775000000000000000e+01 7.267535972555644319e-02
2.800000000000000000e+01 7.207098559615897349e-02
2.825000000000000000e+01 7.027140948082709337e-02
2.850000000000000000e+01 7.195336429556310753e-02
2.875000000000000000e+01 7.085672846092290478e-02
2.900000000000000000e+01 7.041643697578614525e-02
2.925000000000000000e+01 7.080361429714589205e-02
2.950000000000000000e+01 7.013073486263003697e-02
2.975000000000000000e+01 6.913907554835135860e-02
3.000000000000000000e+01 7.042285180810121947e-02
3.025000000000000000e+01 6.890051347025873130e-02
3.050000000000000000e+01 6.853177514003734594e-02
