# r C
7.500000000000000000e-01 3.289480383973288902e-01
1.500000000000000000e+00 2.854666944908180182e-01
2.250000000000000000e+00 2.543193864774624391e-01
2.500000000000000000e+00 2.601834307178631511e-01
3.000000000000000000e+00 2.304556999761507297e-01
3.250000000000000000e+00 2.132486087924318485e-01
3.750000000000000000e+00 2.069267007512521073e-01
4.250000000000000000e+00 1.954728714524207045e-01
4.500000000000000000e+00 1.926131573455759638e-01
4.750000000000000000e+00 1.851419031719532537e-01
5.000000000000000000e+00 1.760126599888703347e-01
5.250000000000000000e+00 1.789141798831385688e-01
5.500000000000000000e+00 1.690362061769616064e-01
6.000000000000000000e+00 1.667485809682804632e-01
6.500000000000000000e+00 1.598902337228714499e-01
6.750000000000000000e+00 1.577706404613750113e-01
7.000000000000000000e+00 1.549453255425709552e-01
7.250000000000000000e+00 1.508003129890453931e-01
7.500000000000000000e+00 1.513218813585850697e-01
7.750000000000000000e+00 1.471995513355592866e-01
8.250000000000000000e+00 1.448453672787979873e-01
8.500000000000000000e+00 1.415939065108514083e-01
8.750000000000000000e+00 1.407935100166944897e-01
9.000000000000000000e+00 1.390218501423941821e-01
9.250000000000000000e+00 1.379732888146911474e-01
9.500000000000000000e+00 1.352953881469114994e-01
9.750000000000000000e+00 1.343265598914858139e-01
1.000000000000000000e+01 1.320627086811352324e-01
1.025000000000000000e+01 1.304680022259321059e-01
1.050000000000000000e+01 1.313680874373956697e-01
1.075000000000000000e+01 1.289372704507512346e-01
1.100000000000000000e+01 1.288020659432387582e-01
1.125000000000000000e+01 1.273675083472454173e-01
1.150000000000000000e+01 1.257249582637729735e-01
1.175000000000000000e+01 1.247014816360600964e-01
1.200000000000000000e+01 1.245837437395659469e-01
1.225000000000000000e+01 1.236370200333889724e-01
1.250000000000000000e+01 1.218271076794657792e-01
1.275000000000000000e+01 1.223882860322760141e-01
1.300000000000000000e+01 1.210008347245409149e-01
1.325000000000000000e+01 1.200436862815238703e-01
1.350000000000000000e+01 1.204666168511188268e-01
1.375000000000000000e+01 1.191049476400060786e-01
1.400000000000000000e+01 1.184334307178631085e-01
1.425000000000000000e+01 1.185497704507512545e-01
1.450000000000000000e+01 1.178364635503617169e-01
1.475000000000000000e+01 1.167158806343906591e-01
1.500000000000000000e+01 1.165913455568892004e-01
1.525000000000000000e+01 1.158255889445371917e-01
1.550000000000000000e+01 1.157438206785137286e-01
1.575000000000000000e+01 1.129210120729514516e-01
1.600000000000000000e+01 1.137913206801107191e-01
1.625000000000000000e+01 1.133728085867620750e-01
1.650000000000000000e+01 1.118690688396570682e-01
1.675000000000000000e+01 1.129180806675938870e-01
1.700000000000000000e+01 1.116015527172552063e-01
1.725000000000000000e+01 1.109312945613104701e-01
1.750000000000000000e+01 1.103349028250851516e-01
1.775000000000000000e+01 1.105297370617696201e-01
1.800000000000000000e+01 1.089636924392329287e-01
1.825000000000000000e+01 1.087915061633281943e-01
1.850000000000000000e+01 1.076061592388582872e-01
1.875000000000000000e+01 1.079790623043206110e-01
1.900000000000000000e+01 1.068035043804756029e-01
1.925000000000000000e+01 1.072922333571939973e-01
1.950000000000000000e+01 1.069742210682492617e-01
1.975000000000000000e+01 1.062992487479131887e-01
2.000000000000000000e+01 1.064036295369211460e-01
2.025000000000000000e+01 1.062589127872716477e-01
2.050000000000000000e+01 1.053674812030075125e-01
2.075000000000000000e+01 1.057612640801001147e-01
2.100000000000000000e+01 1.057611296605453499e-01
2.125000000000000000e+01 1.052499999999999963e-01
2.150000000000000000e+01 1.050822203672787947e-01
2.175000000000000000e+01 1.051021303258145440e-01
2.200000000000000000e+01 1.052246558197747206e-01
2.225000000000000000e+01 1.050056390977443660e-01
2.275000000000000000e+01 1.044407345575959906e-01
