# L Rg
5.685411514875032601e+00 8.681410069674824204e-01
9.414765859678945858e+00 1.341248974929844184e+00
1.211527658628588000e+01 1.581138830163179465e+00
1.559039586856090409e+01 1.872576089723538617e+00
2.006231072046491803e+01 2.352171152850894398e+00
2.581693979022961472e+01 2.755221133966377689e+00
3.322221400212147557e+01 3.637687622514306440e+00
4.275160077727167618e+01 4.386085787022127036e+00
5.501437589025533725e+01 4.914897180011314148e+00
7.079457843841373688e+01 5.936693747200050275e+00
9.110113956887529696e+01 7.156325817752763996e+00
1.172323900193513566e+02 8.999521746797606525e+00
1.508590708600178516e+02 1.147521472783890850e+01
1.941311548539712248e+02 1.210753691753113870e+01
2.498153082217129395e+02 1.584019366407232532e+01
3.214717816357377842e+02 1.786294494071886163e+01
