# L Rg
5.685411514875032601e+00 8.660254039568100470e-01
9.414765859678945858e+00 1.341640786771923555e+00
1.211527658628588000e+01 1.586118316472184597e+00
1.559039586856090409e+01 1.873724087844350183e+00
2.006231072046491803e+01 2.331621436747870924e+00
2.581693979022961472e+01 2.840875342512123147e+00
3.322221400212147557e+01 3.580180720115440085e+00
4.275160077727167618e+01 4.271375797185871903e+00
5.501437589025533725e+01 5.110138151582235722e+00
7.079457843841373688e+01 6.365528752564402204e+00
9.110113956887529696e+01 8.037094119685351146e+00
1.172323900193513566e+02 1.062222927971769515e+01
1.508590708600178516e+02 1.163384695183737882e+01
1.941311548539712248e+02 1.480238036611699570e+01
2.498153082217129395e+02 1.570657960437592848e+01
3.214717816357377842e+02 1.853631387524417917e+01
4.136820402388503908e+02 1.833299800505593424e+01
