# L Rg
5.685411514875032601e+00 8.660254038249267650e-01
9.414765859678945858e+00 1.340987001994257577e+00
1.211527658628588000e+01 1.603780421916557231e+00
1.559039586856090409e+01 1.797448511780196378e+00
2.006231072046491803e+01 2.291003559217854146e+00
2.581693979022961472e+01 2.840281484907222431e+00
3.322221400212147557e+01 3.267285887641425912e+00
4.275160077727167618e+01 3.745157857123789569e+00
5.501437589025533725e+01 4.326479995472637619e+00
7.079457843841373688e+01 5.200538262147984980e+00
9.110113956887529696e+01 6.069115866123462766e+00
1.172323900193513566e+02 6.733240256456070938e+00
1.508590708600178516e+02 7.262197399372024798e+00
1.941311548539712248e+02 9.257350843302301513e+00
3.214717816357377842e+02 1.204573906540333361e+01
4.136820402388503908e+02 1.561620181419476339e+01
6.850374047706322926e+02 2.011802829620886257e+01
8.815320268655840437e+02 2.010775134067220549e+01
