# L Rg
5.685411514875032601e+00 8.660254035739690659e-01
9.414765859678945858e+00 1.342360972297936161e+00
1.211527658628588000e+01 1.596153552996056879e+00
1.559039586856090409e+01 1.844986444115395585e+00
2.006231072046491803e+01 2.373605331122591089e+00
2.581693979022961472e+01 2.943951809341345260e+00
3.322221400212147557e+01 3.394290795884648215e+00
4.275160077727167618e+01 4.136191104945575958e+00
5.501437589025533725e+01 5.640798684618244963e+00
7.079457843841373688e+01 6.217500732702994526e+00
9.110113956887529696e+01 8.061871282299298613e+00
1.172323900193513566e+02 8.064276770625472324e+00
1.508590708600178516e+02 1.093833727851069781e+01
2.498153082217129395e+02 1.610045965531800860e+01
