# K=5
# r C
2.500000000000000000e-01 2.666355480274013590e-01
5.000000000000000000e-01 3.577780478047805079e-01
7.500000000000000000e-01 2.740717831188745901e-01
1.000000000000000000e+00 2.982769401293419165e-01
1.250000000000000000e+00 2.531357432162144039e-01
1.500000000000000000e+00 2.386516491099406612e-01
1.750000000000000000e+00 2.135522987643620474e-01
2.000000000000000000e+00 2.134860857390492583e-01
2.250000000000000000e+00 1.967535523201546788e-01
2.500000000000000000e+00 1.977931483765584253e-01
2.750000000000000000e+00 1.791088685079005316e-01
3.000000000000000000e+00 1.772007670208317065e-01
3.250000000000000000e+00 1.657269705418790151e-01
3.500000000000000000e+00 1.669734369335583446e-01
3.750000000000000000e+00 1.568412982294057623e-01
4.000000000000000000e+00 1.537515974398293017e-01
4.250000000000000000e+00 1.486481208122208131e-01
4.500000000000000000e+00 1.454730579955330338e-01
4.750000000000000000e+00 1.412586281793786203e-01
5.000000000000000000e+00 1.372800620041336184e-01
5.250000000000000000e+00 1.342307652653033923e-01
5.500000000000000000e+00 1.318564572013134206e-01
5.750000000000000000e+00 1.284548929650865534e-01
6.000000000000000000e+00 1.255562234148943079e-01
6.250000000000000000e+00 1.225007516554635634e-01
6.500000000000000000e+00 1.215573001261850139e-01
6.750000000000000000e+00 1.180026999839205032e-01
7.000000000000000000e+00 1.167741820089593374e-01
7.250000000000000000e+00 1.143712667081277223e-01
7.500000000000000000e+00 1.128492223333409095e-01
7.750000000000000000e+00 1.107333303172592376e-01
8.000000000000000000e+00 1.090560943536586641e-01
8.250000000000000000e+00 1.076563418394559657e-01
8.500000000000000000e+00 1.060021348549673309e-01
8.750000000000000000e+00 1.043776749931476788e-01
9.000000000000000000e+00 1.030758695982030987e-01
9.250000000000000000e+00 1.017242164060937343e-01
9.500000000000000000e+00 1.004889898800270936e-01
9.750000000000000000e+00 9.878295488930030621e-02
1.000000000000000000e+01 9.789501240082672251e-02
1.025000000000000000e+01 9.646482702295094969e-02
1.050000000000000000e+01 9.562454464913044960e-02
1.075000000000000000e+01 9.436407476184686949e-02
1.100000000000000000e+01 9.341066563167703396e-02
1.125000000000000000e+01 9.236693323414543744e-02
1.150000000000000000e+01 9.142902504611419290e-02
1.175000000000000000e+01 9.042790647154254347e-02
1.200000000000000000e+01 8.943040448310589363e-02
1.225000000000000000e+01 8.847771346214747257e-02
1.250000000000000000e+01 8.784502539752650496e-02
1.275000000000000000e+01 8.682284510143813139e-02
1.300000000000000000e+01 8.605289051790444843e-02
1.325000000000000000e+01 8.514250624193803185e-02
1.350000000000000000e+01 8.444698097014696758e-02
1.375000000000000000e+01 8.362516813086684486e-02
1.400000000000000000e+01 8.298153543569572466e-02
1.425000000000000000e+01 8.228432796323448262e-02
1.450000000000000000e+01 8.153111209299535034e-02
1.475000000000000000e+01 8.090400387803631244e-02
1.500000000000000000e+01 8.023340238942759661e-02
1.525000000000000000e+01 7.966956591473021987e-02
1.550000000000000000e+01 7.897279724748007546e-02
1.575000000000000000e+01 7.831562468747917116e-02
1.600000000000000000e+01 7.785191808705614613e-02
1.625000000000000000e+01 7.716220962349870649e-02
1.650000000000000000e+01 7.668023274884992746e-02
1.675000000000000000e+01 7.607451095946078656e-02
1.700000000000000000e+01 7.562040829853773627e-02
1.725000000000000000e+01 7.505844515484706714e-02
1.750000000000000000e+01 7.459615875906877580e-02
1.775000000000000000e+01 7.411388399226614965e-02
1.800000000000000000e+01 7.353652609004343588e-02
1.825000000000000000e+01 7.310284127275151755e-02
1.850000000000000000e+01 7.263801968518331098e-02
1.875000000000000000e+01 7.214446113074204914e-02
1.900000000000000000e+01 7.172769929285607859e-02
1.925000000000000000e+01 7.122337122474831084e-02
1.950000000000000000e+01 7.089156620056721869e-02
1.975000000000000000e+01 7.036924375513924079e-02
2.000000000000000000e+01 7.002277631433931337e-02
2.025000000000000000e+01 6.959527018467898118e-02
2.050000000000000000e+01 6.925348587633115005e-02
2.075000000000000000e+01 6.884004236179847025e-02
2.100000000000000000e+01 6.847586046616944977e-02
2.125000000000000000e+01 6.811393759583972418e-02
2.150000000000000000e+01 6.771169416344928471e-02
2.175000000000000000e+01 6.735250436448848854e-02
2.200000000000000000e+01 6.704073268726389034e-02
2.225000000000000000e+01 6.668470582562648075e-02
2.250000000000000000e+01 6.637432553474580110e-02
2.275000000000000000e+01 6.599105411714947800e-02
2.300000000000000000e+01 6.572279894417204504e-02
2.325000000000000000e+01 6.536538612097950174e-02
2.350000000000000000e+01 6.508644848545458439e-02
2.375000000000000000e+01 6.477587520540585564e-02
2.400000000000000000e+01 6.446512100806719991e-02
2.425000000000000000e+01 6.421213924289208286e-02
2.450000000000000000e+01 6.386930445800499678e-02
2.475000000000000000e+01 6.360449909026193172e-02
2.500000000000000000e+01 6.329952263484232844e-02
2.525000000000000000e+01 6.305048408134059090e-02
2.550000000000000000e+01 6.279515774039715059e-02
2.575000000000000000e+01 6.254431765396381571e-02
2.600000000000000000e+01 6.224021901871647222e-02
2.625000000000000000e+01 6.200210886454930043e-02
2.650000000000000000e+01 6.179344318192640795e-02
2.675000000000000000e+01 6.153085235596903596e-02
2.700000000000000000e+01 6.127688728544344182e-02
2.725000000000000000e+01 6.106770947295639407e-02
2.750000000000000000e+01 6.080597443088699844e-02
2.775000000000000000e+01 6.063943409290348946e-02
2.800000000000000000e+01 6.033681886021316498e-02
2.825000000000000000e+01 6.018723035720358050e-02
2.850000000000000000e+01 5.991822363069161661e-02
2.875000000000000000e+01 5.973775802225198689e-02
2.900000000000000000e+01 5.953751589321641668e-02
2.925000000000000000e+01 5.930989938423877894e-02
2.950000000000000000e+01 5.914517698615805175e-02
2.975000000000000000e+01 5.894145742652684428e-02
3.000000000000000000e+01 5.874161806439269495e-02
3.025000000000000000e+01 5.857268543553250523e-02
3.050000000000000000e+01 5.837108081812257543e-02
3.075000000000000000e+01 5.822871303739090426e-02
3.100000000000000000e+01 5.796372455838141174e-02
3.125000000000000000e+01 5.786090242193131505e-02
3.150000000000000000e+01 5.762746172345844381e-02
3.175000000000000000e+01 5.749654585305687821e-02
3.200000000000000000e+01 5.732107396385348330e-02
3.225000000000000000e+01 5.715124192040152429e-02
3.250000000000000000e+01 5.701641502549444768e-02
3.275000000000000000e+01 5.683992562874155136e-02
3.300000000000000000e+01 5.669501991703660565e-02
3.325000000000000000e+01 5.654485809923560230e-02
3.350000000000000000e+01 5.639924334699236708e-02
3.375000000000000000e+01 5.626161799151389864e-02
3.400000000000000000e+01 5.610322772395352070e-02
3.425000000000000000e+01 5.596443453637649224e-02
3.450000000000000000e+01 5.582442233772681034e-02
3.475000000000000000e+01 5.569142838689245673e-02
3.500000000000000000e+01 5.556796535684961624e-02
3.525000000000000000e+01 5.542108512189100611e-02
3.550000000000000000e+01 5.532261817454497271e-02
3.575000000000000000e+01 5.517731829849262942e-02
3.600000000000000000e+01 5.506486209046238672e-02
3.625000000000000000e+01 5.494489548524418565e-02
3.650000000000000000e+01 5.482066358127579003e-02
3.675000000000000000e+01 5.471298897199206729e-02
3.700000000000000000e+01 5.458595413378435762e-02
3.725000000000000000e+01 5.448933516864087889e-02
3.750000000000000000e+01 5.437199329657692315e-02
3.775000000000000000e+01 5.425870087635471795e-02
3.800000000000000000e+01 5.417054702456353815e-02
3.825000000000000000e+01 5.405340295736027478e-02
3.850000000000000000e+01 5.397207739136632848e-02
3.875000000000000000e+01 5.385491457933930248e-02
3.900000000000000000e+01 5.378388176948799282e-02
3.925000000000000000e+01 5.367589714314287969e-02
3.950000000000000000e+01 5.358636607440496469e-02
3.975000000000000000e+01 5.350921398696921460e-02
4.000000000000000000e+01 5.339911746925450620e-02
4.025000000000000000e+01 5.333956488633633669e-02
4.050000000000000000e+01 5.323819882863985858e-02
4.075000000000000000e+01 5.316662603399750081e-02
4.100000000000000000e+01 5.308844915991597913e-02
4.125000000000000000e+01 5.299667962558047424e-02
4.150000000000000000e+01 5.294332605913565359e-02
4.175000000000000000e+01 5.284853318452523152e-02
4.200000000000000000e+01 5.280285963084561246e-02
4.225000000000000000e+01 5.272362250075931372e-02
4.250000000000000000e+01 5.264619216549919906e-02
4.275000000000000000e+01 5.259936826091436701e-02
4.300000000000000000e+01 5.250147980366832307e-02
4.325000000000000000e+01 5.225403154447601228e-02
4.350000000000000000e+01 5.214992866808404459e-02
4.375000000000000000e+01 5.182871934662226787e-02
4.400000000000000000e+01 5.172629966574820298e-02
4.425000000000000000e+01 5.156431130300853649e-02
4.450000000000000000e+01 5.143789177163220899e-02
4.475000000000000000e+01 5.132882938190914263e-02
4.500000000000000000e+01 5.118233500048591234e-02
4.525000000000000000e+01 5.105550602183002440e-02
4.550000000000000000e+01 5.099976848886450531e-02
4.575000000000000000e+01 5.077333557263463693e-02
4.600000000000000000e+01 5.084412185797453076e-02
4.625000000000000000e+01 5.061268625406791649e-02
4.650000000000000000e+01 5.072163714871194551e-02
4.675000000000000000e+01 5.036831036362986874e-02
4.700000000000000000e+01 5.041647888818314577e-02
4.725000000000000000e+01 5.033523089666289835e-02
4.750000000000000000e+01 5.023799190049866442e-02
4.775000000000000000e+01 5.020045365608250681e-02
4.800000000000000000e+01 5.005681347834103206e-02
4.825000000000000000e+01 5.010488407560504537e-02
4.850000000000000000e+01 4.991925244280993185e-02
4.875000000000000000e+01 4.988101521689052020e-02
4.900000000000000000e+01 4.986199184035274706e-02
4.925000000000000000e+01 4.975101517905360093e-02
4.950000000000000000e+01 4.976427406192137498e-02
4.975000000000000000e+01 4.962348378483490835e-02
5.000000000000000000e+01 4.962318525589541618e-02
5.025000000000000000e+01 4.942555161924386264e-02
5.050000000000000000e+01 4.934097204767753930e-02
5.075000000000000000e+01 4.933672876195700080e-02
5.100000000000000000e+01 4.914709011813047507e-02
5.125000000000000000e+01 4.921934906882129840e-02
5.150000000000000000e+01 4.897951857746114107e-02
5.175000000000000000e+01 4.900045617532328840e-02
5.200000000000000000e+01 4.888578429781231804e-02
5.225000000000000000e+01 4.881964852874366712e-02
5.250000000000000000e+01 4.880889711309662621e-02
5.275000000000000000e+01 4.868019211174745564e-02
5.300000000000000000e+01 4.869385079012272105e-02
5.325000000000000000e+01 4.856062180913293252e-02
5.350000000000000000e+01 4.852641173890952231e-02
5.375000000000000000e+01 4.848604863521775027e-02
5.400000000000000000e+01 4.840334474312927432e-02
5.425000000000000000e+01 4.837641844896766602e-02
5.450000000000000000e+01 4.832630604478087288e-02
5.475000000000000000e+01 4.824828016478122789e-02
5.500000000000000000e+01 4.820009626503582445e-02
5.525000000000000000e+01 4.818577961230856299e-02
5.550000000000000000e+01 4.809903311853139241e-02
5.575000000000000000e+01 4.807210670753229997e-02
5.600000000000000000e+01 4.797972427790859334e-02
5.625000000000000000e+01 4.801368497113897571e-02
5.650000000000000000e+01 4.791810511453518939e-02
5.675000000000000000e+01 4.787959617428267506e-02
5.700000000000000000e+01 4.788255450789784956e-02
5.725000000000000000e+01 4.780623296137544859e-02
