# r C
7.500000000000000000e-01 2.895097932535364293e-01
1.500000000000000000e+00 2.360409853528628310e-01
2.250000000000000000e+00 1.932319773798303608e-01
2.500000000000000000e+00 1.932022378152853936e-01
3.000000000000000000e+00 1.654255673388647929e-01
3.250000000000000000e+00 1.406116177421440627e-01
3.750000000000000000e+00 1.340123679291687353e-01
4.250000000000000000e+00 1.199654101290963254e-01
4.500000000000000000e+00 1.189997794596762137e-01
4.750000000000000000e+00 1.101259574038558620e-01
5.000000000000000000e+00 9.984806504065039945e-02
5.250000000000000000e+00 1.024599487363510586e-01
5.500000000000000000e+00 9.244080438378825260e-02
6.000000000000000000e+00 9.026152677723796314e-02
6.500000000000000000e+00 8.304467125463207977e-02
6.750000000000000000e+00 7.990186360986982483e-02
7.000000000000000000e+00 7.770214570966001155e-02
7.250000000000000000e+00 7.386267058919669670e-02
7.500000000000000000e+00 7.322136849432865635e-02
7.750000000000000000e+00 7.023928981032201424e-02
8.250000000000000000e+00 6.665277682754518207e-02
8.500000000000000000e+00 6.381984712230216739e-02
8.750000000000000000e+00 6.340776806989674441e-02
9.000000000000000000e+00 6.092926290322581151e-02
9.250000000000000000e+00 6.007755224569910624e-02
9.500000000000000000e+00 5.791630626450116476e-02
9.750000000000000000e+00 5.580191636406231503e-02
1.000000000000000000e+01 5.393338629357363051e-02
1.025000000000000000e+01 5.261911278905144485e-02
1.050000000000000000e+01 5.277808550685667704e-02
1.075000000000000000e+01 5.079615247285886731e-02
1.100000000000000000e+01 5.078169281284202613e-02
1.125000000000000000e+01 4.863434907255397011e-02
1.150000000000000000e+01 4.724263372956909873e-02
1.175000000000000000e+01 4.613241249999999738e-02
1.200000000000000000e+01 4.550722241716376876e-02
1.225000000000000000e+01 4.456592125343371985e-02
1.250000000000000000e+01 4.318473377281947106e-02
1.275000000000000000e+01 4.270636122140020891e-02
1.300000000000000000e+01 4.202586953137163461e-02
1.325000000000000000e+01 4.117562201360391860e-02
1.350000000000000000e+01 4.001852454833112332e-02
1.375000000000000000e+01 3.949263183334138921e-02
1.400000000000000000e+01 3.861554077137462765e-02
1.425000000000000000e+01 3.778704493896511279e-02
1.450000000000000000e+01 3.720885189228529538e-02
1.475000000000000000e+01 3.693757127771911397e-02
1.500000000000000000e+01 3.582042339243186185e-02
1.525000000000000000e+01 3.522212003817865728e-02
1.550000000000000000e+01 3.485025693520319573e-02
1.575000000000000000e+01 3.384115219042795747e-02
1.600000000000000000e+01 3.342997269722661202e-02
1.625000000000000000e+01 3.264396089439550869e-02
1.650000000000000000e+01 3.238097161093844711e-02
1.675000000000000000e+01 3.192894999999999761e-02
1.700000000000000000e+01 3.141867071645524506e-02
1.725000000000000000e+01 3.072740239458615283e-02
1.750000000000000000e+01 3.023201685783802675e-02
1.775000000000000000e+01 2.988785968479918537e-02
1.800000000000000000e+01 2.927218379572587778e-02
1.825000000000000000e+01 2.882880025046962932e-02
1.850000000000000000e+01 2.845754979094546749e-02
1.875000000000000000e+01 2.775613719366961524e-02
1.900000000000000000e+01 2.760313827934517475e-02
1.925000000000000000e+01 2.722863821796283126e-02
1.950000000000000000e+01 2.674776883877263631e-02
1.975000000000000000e+01 2.634389015606242515e-02
2.000000000000000000e+01 2.602725326196052291e-02
2.025000000000000000e+01 2.536873140347732647e-02
2.050000000000000000e+01 2.516570161221530141e-02
2.075000000000000000e+01 2.493887257634888263e-02
2.100000000000000000e+01 2.446741718909786062e-02
2.125000000000000000e+01 2.427578742608154164e-02
2.150000000000000000e+01 2.384181554501626707e-02
2.175000000000000000e+01 2.326200672478948017e-02
2.200000000000000000e+01 2.314914370275567013e-02
2.225000000000000000e+01 2.281496703296703385e-02
2.250000000000000000e+01 2.245778401356982729e-02
2.275000000000000000e+01 2.214130209842308031e-02
