# r C
0.000000000000000000e+00 3.071327683615819315e-01
1.000000000000000000e+00 1.588235294117646967e-01
2.000000000000000000e+00 1.118123667377398656e-01
3.000000000000000000e+00 8.369726852938874639e-02
4.000000000000000000e+00 6.802365604856373815e-02
5.000000000000000000e+00 5.891704180064308988e-02
6.000000000000000000e+00 5.096453118921021735e-02
7.000000000000000000e+00 4.420562666849202349e-02
8.000000000000000000e+00 3.988931043923808067e-02
9.000000000000000000e+00 3.624531215530553407e-02
1.000000000000000000e+01 3.274816469837216887e-02
1.100000000000000000e+01 3.025660830758667916e-02
1.200000000000000000e+01 2.847658864711239898e-02
1.300000000000000000e+01 2.616427723495571081e-02
1.400000000000000000e+01 2.423144231166719439e-02
1.500000000000000000e+01 2.272968667020711792e-02
1.600000000000000000e+01 2.164825354313134817e-02
1.700000000000000000e+01 2.097567489373066557e-02
1.800000000000000000e+01 1.995730861855068289e-02
1.900000000000000000e+01 1.916239469976316681e-02
2.000000000000000000e+01 1.827760692975900075e-02
2.100000000000000000e+01 1.704729870624393726e-02
2.200000000000000000e+01 1.653862633147002228e-02
2.300000000000000000e+01 1.543630782723087042e-02
2.400000000000000000e+01 1.426544301931298789e-02
2.500000000000000000e+01 1.359490986214209954e-02
2.600000000000000000e+01 1.309438059709515378e-02
2.700000000000000000e+01 1.266769043548807670e-02
2.800000000000000000e+01 1.219335450457170907e-02
2.900000000000000000e+01 1.157741210788176822e-02
3.000000000000000000e+01 1.127821030846555550e-02
3.100000000000000000e+01 1.118553073936045389e-02
3.200000000000000000e+01 1.085435177223655241e-02
3.300000000000000000e+01 1.082776928646126541e-02
3.400000000000000000e+01 1.079727720835615447e-02
3.500000000000000000e+01 1.083828775267538583e-02
3.600000000000000000e+01 1.057650948149786718e-02
3.700000000000000000e+01 1.038076456310679622e-02
3.800000000000000000e+01 1.009098148179523279e-02
3.900000000000000000e+01 9.611835536865034196e-03
4.000000000000000000e+01 9.850283351202327245e-03
4.100000000000000000e+01 9.561056409312597773e-03
4.200000000000000000e+01 9.351777059773828601e-03
4.300000000000000000e+01 9.042592822550602621e-03
4.400000000000000000e+01 8.965408805031447118e-03
4.500000000000000000e+01 8.680280574725647569e-03
4.600000000000000000e+01 8.445091906251339653e-03
4.700000000000000000e+01 8.372201492537314008e-03
4.800000000000000000e+01 8.782683650991284646e-03
4.900000000000000000e+01 8.883975026014567788e-03
5.000000000000000000e+01 8.517198188650158125e-03
5.100000000000000000e+01 7.149594416147896959e-03
5.200000000000000000e+01 7.388888888888889284e-03
5.300000000000000000e+01 7.966929725667043147e-03
5.400000000000000000e+01 7.702448210922786809e-03
5.500000000000000000e+01 7.724301841948900613e-03
5.600000000000000000e+01 7.976973684210526827e-03
5.700000000000000000e+01 9.117361784675072356e-03
5.800000000000000000e+01 9.495548961424331996e-03
5.900000000000000000e+01 8.879492600422832227e-03
6.000000000000000000e+01 1.029411764705882339e-02
6.100000000000000000e+01 1.469072164948453593e-02
6.200000000000000000e+01 1.699029126213592172e-02
6.300000000000000000e+01 3.103448275862068922e-02
6.400000000000000000e+01 3.421052631578947595e-02
6.500000000000000000e+01 5.000000000000000278e-02
6.600000000000000000e+01 nan
