# r C
0.000000000000000000e+00 3.404876624324719159e-01
1.000000000000000000e+00 1.934596185844106031e-01
2.000000000000000000e+00 1.378843695962709559e-01
3.000000000000000000e+00 1.008170642037918979e-01
4.000000000000000000e+00 8.054391586558212746e-02
5.000000000000000000e+00 6.701576326129003724e-02
6.000000000000000000e+00 5.763962867143509333e-02
7.000000000000000000e+00 4.828153483615668651e-02
8.000000000000000000e+00 4.230995218413161757e-02
9.000000000000000000e+00 3.731513083048919321e-02
1.000000000000000000e+01 3.327718832347722339e-02
1.100000000000000000e+01 2.980887059899405694e-02
1.200000000000000000e+01 2.752224337311004812e-02
1.300000000000000000e+01 2.481854027986310496e-02
1.400000000000000000e+01 2.324344616154664159e-02
1.500000000000000000e+01 2.170735561349450976e-02
1.600000000000000000e+01 2.035157534513797051e-02
1.700000000000000000e+01 1.893663108105121326e-02
1.800000000000000000e+01 1.816380077249642525e-02
1.900000000000000000e+01 1.726918853198415593e-02
2.000000000000000000e+01 1.694297250689643861e-02
2.100000000000000000e+01 1.606015921917651815e-02
2.200000000000000000e+01 1.478873239436619656e-02
2.300000000000000000e+01 1.385040826524552154e-02
2.400000000000000000e+01 1.348582538831417411e-02
2.500000000000000000e+01 1.283824492468893172e-02
2.600000000000000000e+01 1.229538941651288006e-02
2.700000000000000000e+01 1.174568654004807741e-02
2.800000000000000000e+01 1.144352520779927038e-02
2.900000000000000000e+01 1.134421381497881416e-02
3.000000000000000000e+01 1.097248438531068203e-02
3.100000000000000000e+01 1.040423723721145902e-02
3.200000000000000000e+01 1.046822552198896361e-02
3.300000000000000000e+01 9.994859366967760034e-03
3.400000000000000000e+01 1.024519082384881506e-02
3.500000000000000000e+01 1.030949872505458609e-02
3.600000000000000000e+01 9.824941453438481437e-03
3.700000000000000000e+01 9.940831220162624909e-03
3.800000000000000000e+01 1.031816223325849810e-02
3.900000000000000000e+01 1.044690956081024448e-02
4.000000000000000000e+01 1.102453694210922021e-02
4.100000000000000000e+01 1.145384530404179070e-02
4.200000000000000000e+01 1.211641520323192278e-02
4.300000000000000000e+01 1.265009068576807352e-02
4.400000000000000000e+01 1.302668507639133215e-02
4.500000000000000000e+01 1.337575067029169416e-02
4.600000000000000000e+01 1.371911991765311332e-02
4.700000000000000000e+01 1.415024569822669921e-02
4.800000000000000000e+01 1.338419965029407147e-02
4.900000000000000000e+01 1.396261996099249642e-02
5.000000000000000000e+01 1.440549687909247097e-02
5.100000000000000000e+01 1.478194865053094470e-02
5.200000000000000000e+01 1.398306826120905740e-02
5.300000000000000000e+01 1.330042001326357630e-02
5.400000000000000000e+01 1.253648678991093474e-02
5.500000000000000000e+01 1.094088115640959140e-02
5.600000000000000000e+01 8.557800224466890343e-03
5.700000000000000000e+01 7.614453272796065444e-03
5.800000000000000000e+01 5.180492311753447793e-03
5.900000000000000000e+01 3.225806451612903223e-03
6.000000000000000000e+01 4.173256018274468064e-03
6.100000000000000000e+01 2.217294900221729488e-03
6.200000000000000000e+01 1.402770471681571204e-03
6.300000000000000000e+01 7.528703180877093773e-04
6.400000000000000000e+01 0.000000000000000000e+00
6.500000000000000000e+01 0.000000000000000000e+00
6.600000000000000000e+01 0.000000000000000000e+00
6.700000000000000000e+01 0.000000000000000000e+00
6.800000000000000000e+01 0.000000000000000000e+00
6.900000000000000000e+01 0.000000000000000000e+00
7.000000000000000000e+01 0.000000000000000000e+00
7.100000000000000000e+01 0.000000000000000000e+00
7.200000000000000000e+01 0.000000000000000000e+00
7.300000000000000000e+01 0.000000000000000000e+00
7.400000000000000000e+01 nan
